date,open,high,low,close,volume,vix,time
2025-05-21,588.44,592.58,581.82,582.86,95197657,20.87,2025-05-21
2025-05-22,582.66,586.62,581.405,583.09,70860417,20.28,2025-05-22
2025-05-23,575.98,581.8101,575.6,579.11,76029046,22.29,2025-05-23
2025-05-27,586.07,591.31,578.43,591.15,72588475,18.96,2025-05-27
2025-05-28,591.56,592.7688,586.985,587.73,68445512,19.31,2025-05-28
2025-05-29,593.06,593.2,586.07,590.05,70073758,19.18,2025-05-29
2025-05-30,588.93,591.1299,583.235,589.39,90601242,18.57,2025-05-30
2025-06-02,587.76,592.79,585.06,592.71,61630502,18.36,2025-06-02
2025-06-03,592.34,597.08,591.85,596.09,63606204,17.69,2025-06-03
2025-06-04,596.96,597.95,595.49,595.93,57314199,17.61,2025-06-04
2025-06-05,597.63,599.0,591.05,593.05,92436397,18.48,2025-06-05
2025-06-06,598.66,600.83,596.86,599.14,66588743,16.77,2025-06-06
2025-06-09,599.72,601.25,598.49,599.68,53016418,17.16,2025-06-09
2025-06-10,600.22,603.47,599.09,603.08,66246973,16.95,2025-06-10
2025-06-11,604.19,605.06,599.27,601.36,73658225,17.26,2025-06-11
2025-06-12,600.01,603.75,599.52,603.75,64129003,18.02,2025-06-12
2025-06-13,598.5,601.85,595.48,597.0,89505996,20.82,2025-06-13
2025-06-16,600.4,604.45,600.22,602.68,79984125,19.11,2025-06-16
2025-06-17,600.21,601.75,596.76,597.53,82209365,21.6,2025-06-17
2025-06-18,598.44,601.22,596.47,595.67888,76605029,20.14,2025-06-18
2025-06-20,598.38,599.46,592.86,594.28,94051374,20.62,2025-06-20
2025-06-23,595.04,600.54,591.89,600.15,87426039,19.83,2025-06-23
2025-06-24,604.33,607.8499,603.41,606.78,67735293,17.48,2025-06-24
2025-06-25,607.91,608.61,605.54,607.12,62114767,16.76,2025-06-25
2025-06-26,608.99,612.31,608.37,611.87,78548361,16.59,2025-06-26
2025-06-27,612.88,616.39,610.83,614.91,86258398,16.32,2025-06-27
2025-06-30,617.38,619.22,615.04,617.85,92502541,16.73,2025-06-30
2025-07-01,616.36,618.83,615.52,617.65,70030140,16.83,2025-07-01
2025-07-02,617.24,620.49,616.61,620.45,66510374,16.64,2025-07-02
2025-07-03,622.45,626.28,622.43,625.34,51065789,16.38,2025-07-03
2025-07-07,623.36,624.03,617.87,620.68,74814505,17.79,2025-07-07
2025-07-08,621.35,622.11,619.52,620.34,59024585,16.81,2025-07-08
2025-07-09,622.77,624.72,620.9105,624.06,66113326,15.94,2025-07-09
2025-07-10,624.2,626.8701,623.01,625.82,57528960,15.78,2025-07-10
2025-07-11,622.74,624.86,621.53,623.62,63670226,16.4,2025-07-11
2025-07-14,623.16,625.1581,621.7999,624.81,51898518,17.2,2025-07-14
2025-07-15,627.52,627.86,622.06,622.14,74317260,17.38,2025-07-15
2025-07-16,623.74,624.73,618.05,624.22,88987511,17.16,2025-07-16
2025-07-17,624.4,628.4048,624.18,628.04,68885683,16.52,2025-07-17
2025-07-18,629.3,629.47,626.46,627.58,65621645,16.41,2025-07-18
2025-07-21,628.77,631.54,628.34,628.77,63374984,16.65,2025-07-21
2025-07-22,629.1,629.73,626.19,628.86,60046288,16.5,2025-07-22
2025-07-23,631.55,634.21,629.73,634.21,70511036,15.37,2025-07-23
2025-07-24,634.6,636.15,633.99,634.42,71307134,15.39,2025-07-24
2025-07-25,635.09,637.5799,634.84,637.1,56865364,14.93,2025-07-25
2025-07-28,637.48,638.04,635.54,636.94,54917102,15.03,2025-07-28
2025-07-29,638.35,638.67,634.335,635.26,60556278,15.98,2025-07-29
2025-07-30,635.92,637.68,631.54,634.46,80418851,15.48,2025-07-30
2025-07-31,639.455,639.85,630.765,632.08,103385246,16.72,2025-07-31
2025-08-01,626.3,626.34,619.29,621.72,140103570,20.38,2025-08-01
2025-08-04,625.67,631.215,625.58,631.17,73218015,17.52,2025-08-04
2025-08-05,631.79,632.6052,627.04,627.97,68051401,17.85,2025-08-05
2025-08-06,629.05,633.44,628.13,632.78,64357525,16.77,2025-08-06
2025-08-07,636.24,636.98,629.11,632.25,74205791,16.57,2025-08-07
2025-08-08,634.06,637.645,633.74,637.18,64051626,15.15,2025-08-08
2025-08-11,637.46,638.95,634.66,635.92,58742300,16.25,2025-08-11
2025-08-12,638.29,642.85,636.79,642.69,64821798,14.73,2025-08-12
2025-08-13,644.91,646.19,642.68,644.89,60092790,14.49,2025-08-13
2025-08-14,642.79,645.62,642.34,644.95,59327466,14.83,2025-08-14
2025-08-15,645.99,646.09,642.5153,643.44,68592507,15.09,2025-08-15
2025-08-18,642.86,644.0,642.18,643.3,43804914,14.99,2025-08-18
2025-08-19,643.12,644.105,638.48,639.81,69750731,15.57,2025-08-19
2025-08-20,639.4,639.66,632.95,638.11,88890298,15.69,2025-08-20
2025-08-21,636.28,637.97,633.81,635.55,54805775,16.6,2025-08-21
2025-08-22,637.76,646.5,637.25,645.31,84083214,14.22,2025-08-22
2025-08-25,644.04,645.29,642.35,642.47,51274332,14.79,2025-08-25
2025-08-26,642.2,645.51,641.57,645.16,51581565,14.62,2025-08-26
2025-08-27,644.57,647.37,644.42,646.63,48341069,14.85,2025-08-27
2025-08-28,647.24,649.48,645.34,648.92,61519461,14.43,2025-08-28
2025-08-29,647.47,647.84,643.14,645.05,74522192,15.36,2025-08-29
2025-09-02,637.5,640.49,634.92,640.27,81983545,17.17,2025-09-02
2025-09-03,642.67,644.21,640.46,643.74,70820898,16.35,2025-09-03
2025-09-04,644.42,649.15,643.51,649.12,65219228,15.3,2025-09-04
2025-09-05,651.48,652.21,643.33,647.24,85178935,15.18,2025-09-05
2025-09-08,648.62,649.84,647.23,648.83,63133104,15.11,2025-09-08
2025-09-09,648.97,650.86,647.22,650.33,66133856,15.04,2025-09-09
2025-09-10,653.62,654.55,650.63,652.21,78034529,15.35,2025-09-10
2025-09-11,654.18,658.33,653.59,657.63,69934360,14.71,2025-09-11
2025-09-12,657.6,659.11,656.9,657.41,72780135,14.76,2025-09-12
2025-09-15,659.64,661.04,659.34,660.91,63772412,15.69,2025-09-15
2025-09-16,661.47,661.78,659.21,660.0,61168953,16.36,2025-09-16
2025-09-17,660.01,661.72,654.3,659.18,101952244,15.72,2025-09-17
2025-09-18,661.89,664.89,660.27,660.42889,90459242,15.7,2025-09-18
2025-09-19,662.33,664.55,660.37,663.7,97945620,15.45,2025-09-19
2025-09-22,662.2,667.29,662.17,666.84,69452201,16.1,2025-09-22
2025-09-23,666.72,667.34,661.98,663.21,81708872,16.64,2025-09-23
2025-09-24,664.51,664.61,659.67,661.1,68082229,16.18,2025-09-24
2025-09-25,657.94,659.4056,654.405,658.05,89622067,16.74,2025-09-25
2025-09-26,659.51,662.37,657.88,661.82,69179209,15.29,2025-09-26
2025-09-29,664.36,665.28,661.86,663.68,73499015,16.12,2025-09-29
2025-09-30,662.93,666.65,661.61,666.18,86288028,16.28,2025-09-30
2025-10-01,663.17,669.37,663.06,668.45,72545369,16.29,2025-10-01
2025-10-02,670.45,670.565,666.78,669.22,56895993,16.63,2025-10-02
2025-10-03,669.99,672.675,668.16,669.21,70494350,16.65,2025-10-03
2025-10-06,671.62,672.51,669.455,671.61,54623260,16.37,2025-10-06
2025-10-07,672.54,672.99,667.67,669.12,72020067,17.24,2025-10-07
2025-10-08,670.25,673.2056,669.42,673.11,60702241,16.3,2025-10-08
2025-10-09,673.53,673.94,669.21,671.16,66501941,16.43,2025-10-09
2025-10-10,672.13,673.95,652.84,653.02,159422590,21.66,2025-10-10
2025-10-13,660.65,665.13,659.7679,663.04,79560517,19.03,2025-10-13
2025-10-14,657.17,665.83,653.17,662.23,88779560,20.81,2025-10-14
2025-10-15,666.82,670.23,658.93,665.17,81702555,20.64,2025-10-15
2025-10-16,666.82,668.71,657.11,660.64,110563346,25.31,2025-10-16
2025-10-17,659.5,665.755,658.14,664.39,96500870,20.78,2025-10-17
2025-10-20,667.32,672.21,667.27,671.3,60493350,18.23,2025-10-20
2025-10-21,671.44,672.99,669.981,671.29,56249034,17.87,2025-10-21
2025-10-22,672.0,672.0,663.3,667.8,80564006,18.6,2025-10-22
2025-10-23,668.12,672.7101,667.8,671.76,65604461,17.3,2025-10-23
2025-10-24,676.46,678.47,675.65,677.25,74356527,16.37,2025-10-24
2025-10-27,682.73,685.54,682.115,685.24,63339790,15.79,2025-10-27
2025-10-28,687.05,688.905,684.83,687.06,61738073,16.42,2025-10-28
2025-10-29,688.72,689.7,682.87,687.39,85362207,16.92,2025-10-29
2025-10-30,683.9,685.94,679.83,679.83,76335751,16.91,2025-10-30
2025-10-31,685.04,685.08,679.24,682.06,87164122,17.44,2025-10-31
2025-11-03,685.67,685.8,679.94,683.34,57315025,17.17,2025-11-03
2025-11-04,676.11,679.96,674.58,675.24,78426969,19.0,2025-11-04
2025-11-05,674.98,680.86,674.17,677.58,74402376,18.01,2025-11-05
2025-11-06,676.47,677.38,668.72,670.31,85035298,19.5,2025-11-06
2025-11-07,667.91,671.08,661.205,670.97,468415,19.08,2025-11-07
2025-11-10,677.235,682.18,675.03,681.44,75842888,17.6,2025-11-10
2025-11-11,679.95,683.57,678.73,683.0,58953385,17.28,2025-11-11
2025-11-12,684.79,684.96,680.945,683.38,62312484,17.51,2025-11-12
2025-11-13,680.5,680.86,670.52,672.04,103457788,20.0,2025-11-13
