date,open,high,low,close,volume,vix,time,sma_5,ema_5,sma_10,ema_10,sma_20,ema_20,sma_50,ema_50,sma_200,ema_200,rsi_14,rsi_7,macd,macd_signal,macd_hist,bb_middle,bb_upper,bb_lower,bb_width,bb_position,atr,volume_sma_20,volume_ratio,return_1,return_5,return_10,return_20,resistance_1,support_1,dist_from_resistance,dist_from_support,pivot,r1,s1,r2,s2,vanna_support_1,vanna_support_1_strength,vanna_support_2,vanna_support_2_strength,vanna_support_3,vanna_support_3_strength,vanna_resistance_1,vanna_resistance_1_strength,vanna_resistance_2,vanna_resistance_2_strength,vanna_resistance_3,vanna_resistance_3_strength,dist_to_vanna_support,dist_to_vanna_resistance,near_vanna_support,near_vanna_resistance,vanna_strength_ratio,trend_strength,choppiness,volatility_rank,range_compression,avg_range,range_vs_avg,consecutive_up,consecutive_down,momentum_streak,hour,minute,day_of_week,market_open_30,market_close_30,avoid_time,optimal_hours,is_monday,is_friday,future_high,future_low,future_return,profit_target_hit,stop_loss_hit,trade_quality,expected_move_up,expected_move_down
2025-02-12,599.2,604.55,598.51,603.36,45076076,15.89,2025-02-12,604.122,603.8208428952928,603.124,603.1773469220674,602.3075,601.4003086519169,598.7054890000001,598.9786357895125,,597.5996494307241,43.52321102777216,63.574550752792675,2.233078134078255,2.1525536675365067,0.08052446654174839,602.3075,611.6326597982636,592.9823402017364,0.03096478060878737,0.5564333492813706,6.751957142857155,45020521.65,1.0012339783717277,-0.003221489815135925,-0.001423322630829893,0.002575563716123108,0.03636269946237469,610.78,589.195,0.012297798992309664,0.023476862901087185,602.14,605.77,599.73,608.18,596.1,667.632,0.033712219333083056,662.632,0.033193244946861114,657.632,0.03266637899839429,672.632,0.03410320614503162,677.632,0.03359949212113079,682.632,0.03310315709534169,-10.652346857597443,11.481039512065754,0,0,0.9856450062059492,19.203954439072202,52.73357381298354,,0.010010607265977134,0.00868705354077255,1.1523593378344574,0,1,0,0,0,2,0,0,0,0,0,0,613.23,579.9,-0.03246817820206849,True,True,0,616.8639142857144,589.8560857142857
2025-02-13,604.48,609.94,603.2,609.73,40921297,15.1,2025-02-13,604.804,605.7905619301953,603.5930000000001,604.3687383907824,603.155,602.1936125898296,598.849089,599.4002579154139,,597.7203494363886,51.6320474777448,67.32026143790856,2.6186534894983424,2.245773631928874,0.3728798575694685,603.155,611.8970159062575,594.4129840937425,0.02898762641860718,0.8760574260276558,6.949100000000011,44221578.55,0.9253694314356402,0.010557544417926223,0.005624092888243837,0.007751553616289986,0.02859408212152914,610.78,590.49,0.0017220737047544889,0.031554950551883634,607.6233333333333,612.0466666666666,605.3066666666666,614.3633333333333,600.8833333333333,667.632,0.033712219333083056,662.632,0.033193244946861114,657.632,0.03266637899839429,672.632,0.03410320614503162,677.632,0.03359949212113079,682.632,0.03310315709534169,-9.496334443114153,10.316369540616327,0,0,0.9856450062059492,17.308420543063118,55.557251409588886,,0.011054073114329308,0.008839524395112453,1.250528039771158,1,0,1,0,0,3,0,0,0,0,0,0,613.23,572.25,-0.053909107309792814,True,True,0,623.6282,595.8318
2025-02-14,609.94,610.99,609.07,609.7,26910448,14.77,2025-02-14,606.59,607.0937079534635,604.381,605.3380586833673,604.058,602.9085066288935,598.970489,599.8041693697114,,597.8395499395092,61.389195148842376,63.33982473222986,2.8885070757734184,2.374320320697783,0.5141867550756354,604.058,611.4127996502103,596.7032003497897,0.024351302855720274,0.8835590545174604,6.134100000000005,43401117.85,0.6200404352027536,-4.9202105850132405e-05,0.01486425753616194,0.013093616031371491,0.030525319451017552,610.99,590.49,0.0021157946531080263,0.031507298671477835,609.92,610.7699999999999,608.8499999999999,611.8399999999999,608.0,667.632,0.033712219333083056,662.632,0.033193244946861114,657.632,0.03266637899839429,672.632,0.03410320614503162,677.632,0.03359949212113079,682.632,0.03310315709534169,-9.50172215843856,10.321797605379677,0,0,0.9856450062059492,18.135455024635814,52.17119488374656,0.45317951515720756,0.003149089716253828,0.008707951769844074,0.36163380315899657,0,1,0,0,0,4,0,0,0,0,0,1,613.23,572.25,-0.043693619813023,True,True,0,621.9682,597.4318000000001
2025-02-18,610.88,611.49,608.38,611.49,26749030,15.35,2025-02-18,607.918,608.5591386356424,605.753,606.4565934682096,604.7535,603.7257917118561,599.122089,600.2624372375659,,597.9753753132454,58.29959514170044,62.77805239742951,3.209805388942982,2.541417334346823,0.6683880545961589,604.7535,612.1595836301543,597.3474163698457,0.02449290043018944,0.9547950263869517,5.776242857142863,41835037.95,0.6393929899614206,0.0029358701000492538,0.010977928412002846,0.022951971494052925,0.02327721811305583,611.49,590.49,0.0,0.034342344110287984,610.4533333333333,612.5266666666665,609.4166666666665,613.5633333333333,607.3433333333332,667.632,0.033712219333083056,662.632,0.033193244946861114,657.632,0.03266637899839429,672.632,0.03410320614503162,677.632,0.03359949212113079,682.632,0.03310315709534169,-9.181180395427551,9.998855255196313,0,0,0.9856450062059492,18.196372612843252,48.84574999159705,0.3928421316318425,0.005085937627761719,0.008648483130297726,0.5880727927819447,1,0,2,0,0,1,0,0,0,0,0,0,613.23,570.12,-0.0634188621236651,False,True,0,623.0424857142857,599.9375142857143
2025-02-19,610.08,613.23,609.56,612.93,31011072,15.27,2025-02-19,609.442,610.0160924237616,606.8679999999999,607.6335764739896,605.2475000000001,604.6023829773936,599.227489,600.7592044047202,,598.1241775489345,63.65422396856585,87.71712158808975,3.5398276526634618,2.7410993980101512,0.7987282546533105,605.2475000000001,613.4503284595522,597.0446715404479,0.027105699600749,0.9682835949747094,5.6598142857143,41258948.9,0.7516205048064131,0.0023549035961338838,0.012588590969916158,0.01852836584798423,0.016383384462316464,613.23,590.49,0.0004894523028731964,0.03661103225490667,611.9066666666666,614.2533333333333,610.5833333333333,615.5766666666667,608.2366666666666,667.632,0.033712219333083056,662.632,0.033193244946861114,657.632,0.03266637899839429,672.632,0.03410320614503162,677.632,0.03359949212113079,682.632,0.03310315709534169,-8.924673290587833,9.740427128709642,0,0,0.9856450062059492,17.648651616471692,45.20785634636099,0.37321140605373104,0.005987633171814192,0.008583881702908832,0.6975437662176955,1,0,2,0,0,2,0,0,0,0,0,0,611.684,565.63,-0.060382099097776254,False,True,0,624.2496285714285,601.6103714285714
2025-02-20,611.54,611.684,607.02,610.38,36554002,15.66,2025-02-20,610.846,610.1373949491744,607.484,608.1329262059915,605.4445000000001,605.1526322176419,599.301889,601.1364905064959,,598.2461260310347,56.66833166833173,68.95133653187145,3.554633384607655,2.903806195329652,0.6508271892780031,605.4445000000001,613.9515211868598,596.9374788131403,0.028101737440375748,0.7900839137219654,5.661600000000013,40676850.35,0.8986438646422878,-0.00416034457442116,0.011634844868735117,0.010194962099897342,0.006496932919991982,613.23,590.49,0.004669222451587573,0.0325862577410793,609.6946666666666,612.3693333333333,607.7053333333333,614.3586666666666,605.0306666666667,667.632,0.033712219333083056,662.632,0.033193244946861114,657.632,0.03266637899839429,672.632,0.03410320614503162,677.632,0.03359949212113079,682.632,0.03310315709534169,-9.379730659589102,10.19889249320095,0,0,0.9856450062059492,15.880172985596543,44.58570375070101,0.37351249080186144,0.007641141583931301,0.008763115749323914,0.8719662962937383,0,1,0,0,0,3,0,0,0,0,0,0,610.3,555.59,-0.08158851862773997,False,True,0,621.7032,599.0568
2025-02-21,610.16,610.3,599.47,599.94,76519818,18.21,2025-02-21,608.888,606.7382632994497,606.846,606.6433032594475,604.954,604.656191054057,599.1444889999999,601.0895693101627,,598.2629804983876,48.011002962336015,39.07203907203916,2.692904161662568,2.861625788596235,-0.16872162693366688,604.954,613.5465926483831,596.3614073516168,0.028407424856710346,0.2082370708599019,5.804457142857148,42445236.15,1.8027893101968289,-0.01710409908581534,-0.016056287209092468,-0.010522496371553003,-0.016088560885608727,613.23,590.49,0.02215221522152209,0.015751575157515827,603.2366666666667,607.0033333333333,596.1733333333334,614.0666666666666,592.4066666666668,667.632,0.033712219333083056,662.632,0.033193244946861114,657.632,0.03266637899839429,672.632,0.03410320614503162,677.632,0.03359949212113079,682.632,0.03310315709534169,-11.283128312831264,12.116544987832098,0,0,0.9856450062059492,14.450370049790065,45.55948266401365,0.3975992706523052,0.018051805180517928,0.009318842539715124,1.9371295419559444,0,1,0,0,0,4,0,0,0,0,0,1,603.03,552.02,-0.0733740040670735,True,True,0,611.5489142857143,588.3310857142858
2025-02-24,602.02,603.03,596.49,597.21,50737213,18.98,2025-02-24,606.39,603.5621755329665,606.49,604.9281572122752,604.4159999999999,603.9470300012897,598.995089,600.9374293372151,,598.2525030804932,49.39050936003489,37.86982248520705,1.7692940392793162,2.6431594387328516,-0.8738653994535355,604.4159999999999,613.5442036049064,595.2877963950934,0.030205036282648055,0.10528925997407612,5.462314285714285,43251862.15,1.1730642445876749,-0.004550455045504553,-0.020485484664589104,-0.005925728648234707,-0.017698241689557026,613.23,590.49,0.02682473501783289,0.011252323303360671,598.91,601.3299999999999,594.79,605.4499999999999,592.37,667.632,0.033712219333083056,662.632,0.033193244946861114,657.632,0.03266637899839429,672.632,0.03410320614503162,677.632,0.03359949212113079,682.632,0.03310315709534169,-11.791832018887813,12.629058455149764,0,0,0.9856450062059492,13.142040393407882,55.498291438376995,0.3399114329104881,0.010950921786306262,0.009539069846853683,1.1480072965309356,0,1,0,0,0,0,0,0,0,0,1,0,599.58,552.02,-0.06419852313256647,False,True,0,608.1346285714286,586.2853714285715
2025-02-25,597.15,597.89,589.56,594.24,58266472,19.43,2025-02-25,602.94,600.4547836886444,605.429,602.9848559009524,604.1595,603.0225509535478,598.823889,600.6747850494812,,598.2125776767073,41.60356347438754,14.715261958997402,0.7885819030612993,2.272243931598541,-1.4836620285372417,604.1595,614.1338090513893,594.1851909486106,0.0330187940482252,0.0027475111863387385,5.698742857142861,42647129.5,1.3662460447660376,-0.00497312503139602,-0.02820978266202223,-0.01754153922460111,-0.008558986936283097,613.23,589.56,0.03195678513731827,0.007875605815832094,593.8966666666666,598.2333333333333,589.9033333333333,602.2266666666667,585.5666666666666,667.632,0.033712219333083056,662.632,0.033193244946861114,657.632,0.03266637899839429,672.632,0.03410320614503162,677.632,0.03359949212113079,682.632,0.03310315709534169,-12.350565428109844,13.191976305869671,0,0,0.9856450062059492,13.36169816457946,44.06567481941981,0.3797750535629756,0.014017905223478799,0.009818689435237855,1.4276757927764336,0,1,0,0,0,1,0,0,0,0,0,0,599.58,549.68,-0.07205842757135172,True,True,0,605.6374857142857,582.8425142857143
2025-02-26,595.93,599.58,591.8556,594.54,43321578,19.1,2025-02-26,599.2620000000001,598.4831891257629,604.3520000000001,601.4494275553246,603.6605,602.2146889579718,598.5654890000001,600.4342052436193,,598.1760346152475,38.6810102899905,15.886588658865392,0.03516262935136183,1.8248276711491052,-1.7896650417977433,603.6605,614.5183111102219,592.802688889778,0.035973236977479804,0.08000282435317038,5.836914285714296,42591542.3,1.0171403912743493,0.0005048465266557223,-0.030003426166120062,-0.01779253605590525,-0.016508965791040886,613.23,589.56,0.03143606822080946,0.008376223635079252,595.3252,598.7948,591.0704,603.0496,587.6007999999999,667.632,0.033712219333083056,662.632,0.033193244946861114,657.632,0.03266637899839429,672.632,0.03410320614503162,677.632,0.03359949212113079,682.632,0.03310315709534169,-12.293874255727115,13.134860564470008,0,0,0.9856450062059492,14.31717873065453,45.02146234963386,0.4030717870343273,0.012992229286507317,0.009796693673995827,1.3261851109005955,1,0,1,0,0,2,0,0,0,0,0,0,598.02,549.68,-0.05336899115282412,True,True,0,606.2138285714285,582.8661714285714
2025-02-27,596.85,598.02,584.65,585.05,74196664,21.13,2025-02-27,594.196,594.0054594171753,602.521,598.4677134543565,602.8225,600.5799566762602,598.179889,599.830903077203,,598.0454273056431,28.793619142572084,5.815508021390045,-1.3125608771661064,1.1973499614860628,-2.509910838652169,602.8225,616.5020565871505,589.1429434128495,0.04538502324365962,-0.14960073401407342,6.518878571428583,44442504.05,1.6694978283970028,-0.015961920139940133,-0.04149873849077634,-0.030346725006629605,-0.027849321214336697,613.23,584.65,0.04816682334843187,0.0006837022476711004,589.24,593.83,580.46,602.61,575.87,667.632,0.033712219333083056,662.632,0.033193244946861114,657.632,0.03266637899839429,672.632,0.03410320614503162,677.632,0.03359949212113079,682.632,0.03310315709534169,-14.115374754294505,14.970002563883428,0,0,0.9856450062059492,16.26695617738901,42.27237979450904,0.5180560523453901,0.02285274762840784,0.010531394995862541,2.1699639636900883,0,1,0,0,0,3,0,0,0,0,0,0,597.34,549.68,-0.030595675583283466,True,True,0,598.0877571428571,572.0122428571428
2025-02-28,585.56,594.72,582.44,594.18,88744106,19.63,2025-02-28,593.0440000000001,594.0636396114502,600.966,597.688129189928,602.2795,599.9704369928068,597.979289,599.6092990349597,,598.0069653424029,43.86748557602822,25.07311885136926,-1.625192560310552,0.6328414571267398,-2.258034017437292,602.2795,616.4420696077631,588.1169303922369,0.04702989096511865,0.21405259693974021,6.818878571428578,46915646.6,1.8915673646497286,0.015605503803093779,-0.009600960096009747,-0.025503091532317668,-0.0179492264974217,613.23,582.44,0.032060991618701525,0.0197583223938872,590.4466666666667,598.4533333333334,586.1733333333334,602.7266666666667,578.1666666666667,667.632,0.033712219333083056,662.632,0.033193244946861114,657.632,0.03266637899839429,672.632,0.03410320614503162,677.632,0.03359949212113079,682.632,0.03310315709534169,-12.361910532161973,13.203406375172507,0,0,0.9856450062059492,19.311565393267436,41.23238664873564,0.5686382900313243,0.020667137904338707,0.011078420408863426,1.865531108370261,1,0,1,0,0,4,0,0,0,0,0,1,597.34,549.68,-0.05580800430845867,True,True,0,607.8177571428571,580.5422428571428
2025-03-03,596.18,597.34,579.9,583.77,74249199,22.78,2025-03-03,590.356,590.6324264076335,598.373,595.1575602463047,601.377,598.4275382315872,597.5188890000001,598.9881500531966,,597.8653039957122,32.450882450882304,20.738948757422406,-2.682038550690777,-0.030134544436763555,-2.6519040062540133,601.377,617.785262488598,584.9687375114019,0.05456897250343162,-0.03652847192793452,7.726742857142865,47294533.0,1.5699319623263857,-0.017519943451479336,-0.022504646606721357,-0.042529112678366565,-0.02999235651856047,613.23,579.9,0.05046508042551011,0.006629323192353161,587.0033333333333,594.1066666666667,576.6666666666666,604.4433333333334,569.5633333333333,667.632,0.033712219333083056,662.632,0.033193244946861114,657.632,0.03266637899839429,672.632,0.03410320614503162,677.632,0.03359949212113079,682.632,0.03310315709534169,-14.36558918752248,15.222090891960871,0,0,0.9856450062059492,22.415834579277334,43.87228740771814,0.7213586227105168,0.0298747794508112,0.011831904820239512,2.524934057930196,0,1,0,0,0,0,0,0,0,0,1,0,585.39,549.68,-0.028504376723709646,False,True,1,599.2234857142857,568.3165142857142
2025-03-04,579.71,585.39,572.25,576.86,109648212,23.51,2025-03-04,586.8799999999999,586.0416176050891,594.91,591.8307311106129,600.3315,596.373486971436,596.9702890000001,598.1203794628751,,597.6562959957548,28.61223876108849,22.48450166905093,-4.030712320353928,-0.8302500996201965,-3.200462220733731,600.3315,620.0402159719541,580.6227840280459,0.06565944306422075,-0.09545989787970928,8.420314285714287,49484081.2,2.2158279863141117,-0.011836853555338478,-0.029247442110931554,-0.056632160787584374,-0.03498000903357479,613.23,572.25,0.06304822660610894,0.007991540408418011,578.1666666666666,584.0833333333333,570.9433333333333,591.3066666666666,565.0266666666666,667.632,0.033712219333083056,662.632,0.033193244946861114,657.632,0.03266637899839429,672.632,0.03410320614503162,677.632,0.03359949212113079,682.632,0.03310315709534169,-15.735533751690173,16.60229518427347,0,0,0.9856450062059492,25.87980654428299,39.361274711618,0.7969601307001326,0.022778490448288988,0.01215111607500922,1.8746006792854792,0,1,0,0,0,1,0,0,0,0,0,0,584.88,549.68,-0.02264939500051999,True,True,1,593.7006285714286,560.0193714285714
2025-03-05,576.69,584.88,573.0795,583.06,71230528,21.93,2025-03-05,584.584,585.0477450700594,591.923,590.236052726865,599.3955,595.1055358312992,596.905889,597.529776346684,,597.5110592196777,35.65573770491791,34.41973133670983,-4.5468446205703685,-1.573569003810231,-2.9732756167601373,599.3955,620.5403323660764,578.2506676339235,0.07055385756508502,0.11372358699310964,8.777492857142859,51372716.85,1.386543916063104,0.010747841764032762,-0.019309045648736922,-0.04873313428939685,-0.03110771378244548,613.23,572.25,0.051744245875210225,0.018540115940040385,580.3398333333333,587.6001666666666,575.7996666666667,592.1403333333333,568.5393333333334,667.632,0.033712219333083056,662.632,0.033193244946861114,657.632,0.03266637899839429,672.632,0.03410320614503162,677.632,0.03359949212113079,682.632,0.03310315709534169,-14.50485370287792,15.36239838095565,0,0,0.9856450062059492,28.291129336199123,41.200877448392774,0.8674618921568149,0.02023891194731236,0.012745965723689273,1.5878680663401532,1,0,1,0,0,2,0,0,0,0,0,0,580.1736,549.68,-0.03272390491544597,False,True,1,600.6149857142857,565.5050142857142
2025-03-06,575.48,580.1736,570.12,572.71,80094868,24.87,2025-03-06,582.116,580.9351633800396,588.1560000000001,587.0494976856168,597.8199999999999,592.9726276568897,596.6774,596.556451784069,,597.2642825110242,25.2341450361251,29.607880280356042,-5.725046911388745,-2.403864585325934,-3.321182326062811,597.8199999999999,621.9378675848862,573.7021324151136,0.08068605126923259,-0.020568410777230504,9.220349999999996,53844802.8,1.4875134429872963,-0.017751174836208805,-0.021092214340654558,-0.061715652544316546,-0.052149879183079006,613.23,570.12,0.07075134011978135,0.004522358610815302,574.3345333333333,578.5490666666666,568.4954666666666,584.3881333333333,564.2809333333333,667.632,0.033712219333083056,662.632,0.033193244946861114,657.632,0.03266637899839429,672.632,0.03410320614503162,677.632,0.03359949212113079,682.632,0.03310315709534169,-16.574182395977004,17.447224598837092,0,0,0.9856450062059492,32.719862142409866,40.29992891985795,0.9599209621742303,0.017554434181348257,0.01314455731458781,1.3354907100497309,0,1,0,0,0,3,0,0,0,0,0,0,577.39,549.68,0.002392135635836734,True,True,1,591.1507,554.2693
2025-03-07,570.9,577.39,565.63,575.92,81158816,23.37,2025-03-07,578.4639999999999,579.2634422533597,585.7539999999999,585.0259526518682,596.3,591.3485678800431,596.3728,595.747179165086,,597.0519015905166,28.323921971252375,33.285457809694705,-6.326828798367387,-3.1884574279342246,-3.1383713704331626,596.3,621.9457313571305,570.6542686428694,0.0860162044512177,0.10266292046427591,9.923207142857141,56114168.45,1.446315934848358,0.005604930942361586,-0.03073142818674479,-0.04003733706704016,-0.05013854070457857,613.23,565.63,0.06478330323656074,0.01786706487012079,572.98,580.33,568.57,584.74,561.22,667.632,0.033712219333083056,662.632,0.033193244946861114,657.632,0.03266637899839429,672.632,0.03410320614503162,677.632,0.03359949212113079,682.632,0.03310315709534169,-15.924433949159605,16.79261008473399,0,0,0.9856450062059492,36.698274769525035,39.419761935874256,1.0,0.020419502708709528,0.013850311114754783,1.4742992081207882,1,0,1,0,0,4,0,0,0,0,0,1,576.41,549.68,-0.0007987220447283061,False,True,1,595.7664142857143,556.0735857142856
2025-03-10,567.59,569.54,555.59,560.58,99326624,27.86,2025-03-10,573.826,573.0356281689064,582.091,580.5812339878921,594.2905,588.4182280819438,595.6906,594.3680740997885,,596.6889970970786,22.17120367333537,30.121852152721317,-7.9499134243664,-4.14074862722066,-3.8091647971457405,594.2905,624.3755286075283,564.2054713924716,0.10124687709976293,-0.06025374680156298,11.153207142857136,58541073.85,1.6966997266655026,-0.026635643839421963,-0.03972454905185252,-0.06133520872055054,-0.06689748156532438,613.23,555.59,0.09392058225409393,0.00890149488030256,561.9033333333333,568.2166666666666,554.2666666666667,575.8533333333332,547.9533333333334,667.632,0.033712219333083056,662.632,0.033193244946861114,657.632,0.03266637899839429,672.632,0.03410320614503162,677.632,0.03359949212113079,682.632,0.03310315709534169,-19.09664989831958,19.988583253059314,0,0,0.9856450062059492,41.93982793974812,35.10041501356649,1.0,0.02488494059723845,0.014422087814873205,1.7254742112702377,0,1,0,0,0,0,0,0,0,0,1,0,576.41,549.68,0.014288772342930578,True,True,1,582.8864142857143,538.2735857142858
2025-03-11,559.4,564.02,552.02,555.92,88102109,26.92,2025-03-11,569.638,567.330418779271,578.259,576.0973732628208,591.844,585.3231587408062,594.783,592.860306488032,,596.2833354344212,19.896504382722455,16.485634197617216,-9.50270151112511,-5.21313920400155,-4.2895623071235605,591.844,625.9964522661184,557.6915477338817,0.11541031848297288,-0.025935878924268234,11.74820714285713,61643743.6,1.4292141238482472,-0.00831281886617441,-0.03629996879658848,-0.06448572967151323,-0.08089608993965458,613.23,552.02,0.10309037271549874,0.00701539789897823,557.32,562.6200000000001,550.6200000000001,569.32,545.32,667.632,0.033712219333083056,662.632,0.033193244946861114,657.632,0.03266637899839429,672.632,0.03410320614503162,677.632,0.03359949212113079,682.632,0.03310315709534169,-20.09497769463232,20.994387681680816,0,0,0.9856450062059492,47.32037914826368,35.901474746650194,1.0,0.02158583968916391,0.015273232324750924,1.4133118144338797,0,1,0,0,0,1,0,0,0,0,0,0,576.41,549.68,0.02007483091092266,True,True,1,579.4164142857143,532.4235857142857
2025-03-12,562.17,563.11,553.69,558.87,69588167,24.23,2025-03-12,564.8,564.5102791861807,574.692,572.9651235786715,589.5219999999999,582.8038102893008,593.9336,591.527353292423,,595.9110634400489,22.91513303186447,24.909310761789513,-10.375652843928833,-6.245641931987007,-4.1300109119418265,589.5219999999999,626.0516428152608,552.992357184739,0.12392970174229598,0.08045031873136028,11.998921428571416,63620314.95,1.0938041890344334,0.005306518923586134,-0.04148801152540038,-0.05999596326571799,-0.07672101898200911,613.23,552.02,0.09726770089645179,0.012256875480881104,558.5566666666667,563.4233333333334,554.0033333333334,567.9766666666667,549.1366666666668,667.632,0.033712219333083056,662.632,0.033193244946861114,657.632,0.03266637899839429,672.632,0.03410320614503162,677.632,0.03359949212113079,682.632,0.03310315709534169,-19.461055343818767,20.3557177876787,0,0,0.9856450062059492,53.414123561079315,37.94419455128585,1.0,0.01685544044232104,0.015832678447740903,1.0645981662519062,1,0,1,0,0,2,0,0,0,0,0,0,576.41,549.68,-0.005743732889580855,True,True,1,582.8678428571428,534.8721571428572
2025-03-13,558.49,559.105,549.68,551.42,74079414,24.66,2025-03-13,560.542,560.1468527907872,571.329,569.0478283825494,586.925,579.814875976034,593.0618,589.9545159084064,,595.4683662913917,23.65906623235601,24.641148325358728,-11.53565000958497,-7.303643547506599,-4.23200646207837,586.925,626.5651027668754,547.2848972331245,0.13507723394599117,0.05215807324206613,11.892849999999994,65070481.85,1.1384488310808474,-0.013330470413513096,-0.0371741369977826,-0.05748226647295107,-0.08608459294616821,613.23,549.68,0.11209241594428941,0.003155489463566808,553.4016666666666,557.1233333333333,547.6983333333333,562.8266666666667,543.9766666666666,667.632,0.033712219333083056,662.632,0.033193244946861114,657.632,0.03266637899839429,672.632,0.03410320614503162,677.632,0.03359949212113079,682.632,0.03310315709534169,-21.075042617242755,21.98179246309528,0,0,0.9856450062059492,57.723861149445874,40.956214620283255,0.9837727086463608,0.017092234594320244,0.01618675981415806,1.0559392238198404,0,1,0,0,0,3,0,0,0,0,0,0,576.41,546.87,0.014453592542889249,True,True,1,575.2057,527.6342999999999
2025-03-14,556.11,563.83,551.4917,562.81,62660321,21.77,2025-03-14,557.92,561.0345685271915,568.192,567.9136777675403,584.579,578.1953639783164,592.5536,588.890025088469,,595.1434074228206,32.929734021437,31.7073170731707,-11.404415310203376,-8.123797900045956,-3.2806174101574204,584.579,624.0898117914713,545.0681882085286,0.13517697964337202,0.22451844175093666,12.312135714285716,66157433.05,0.9471395444355137,0.020655761488520552,-0.022763578274760388,-0.05279544919048096,-0.07695209354960408,613.23,549.68,0.08958618361436378,0.023329365149872952,559.3772333333333,567.2627666666665,554.9244666666665,571.7155333333333,547.0389333333333,667.632,0.033712219333083056,662.632,0.033193244946861114,657.632,0.03266637899839429,672.632,0.03410320614503162,677.632,0.03359949212113079,682.632,0.03310315709534169,-18.624757911195612,19.51315719336899,0,0,0.9856450062059492,62.03446059879385,44.86163516646508,1.0,0.021922673726479637,0.016730189844765576,1.3103661064156213,1,0,2,0,0,4,0,0,0,0,0,1,576.41,546.87,-0.003269309358397865,True,True,1,587.4342714285714,538.1857285714285
2025-03-17,562.79,569.71,562.35,567.15,49008709,20.51,2025-03-17,559.234,563.0730456847944,566.53,567.7748272643511,582.4515,577.1434245518101,592.175,588.0374750849996,,594.8648660554294,36.737491432487964,44.36562626672065,-10.825420428235589,-8.664122405683882,-2.1612980225517067,582.4515,620.8330346364976,544.0699653635024,0.13179306650080763,0.30066586517557314,12.24285,67262346.1,0.7286202733270406,0.007711305769265042,0.01172000428127995,-0.02847011665553212,-0.06978842053468925,613.23,549.68,0.08124834699814872,0.03080313849951517,566.4033333333333,570.4566666666666,563.0966666666666,573.7633333333333,559.0433333333333,667.632,0.033712219333083056,662.632,0.033193244946861114,657.632,0.03266637899839429,672.632,0.03410320614503162,677.632,0.03359949212113079,682.632,0.03310315709534169,-17.717006083046808,18.598607070439915,0,0,0.9856450062059492,63.47251979070795,44.635511627273424,0.9898850334993089,0.012977166534426543,0.017221593685674212,0.7535403965093894,1,0,2,0,0,0,0,0,0,0,1,0,576.41,546.87,-0.004637221193687702,True,True,0,591.6356999999999,542.6643
2025-03-18,564.8,565.02,559.06,561.02,66041422,21.7,2025-03-18,560.254,562.3886971231963,564.946,566.5466768526508,579.928,575.6078603087806,591.7026000000001,586.9779662581369,,594.528101219057,34.475731752500906,35.74435514734027,-10.737428193893493,-9.078783563325805,-1.6586446305676876,579.928,616.8807126559284,542.9752873440716,0.12743896709911712,0.2441595130504368,12.268964285714285,69226965.7,0.953984062889528,-0.010808428105439472,0.009173981867894643,-0.027459002184238912,-0.08253610034505887,613.23,549.68,0.09306263591315825,0.020213183130726235,561.6999999999999,564.3399999999999,558.3799999999999,567.66,555.7399999999999,667.632,0.033712219333083056,662.632,0.033193244946861114,657.632,0.03266637899839429,672.632,0.03410320614503162,677.632,0.03359949212113079,682.632,0.03310315709534169,-19.003244091119743,19.894477915225835,0,0,0.9856450062059492,65.31471962943459,45.424229749306896,0.9936974373680227,0.010623507183344687,0.01749847216345336,0.6071105570880947,0,1,0,0,0,1,0,0,0,0,0,0,576.41,536.7,-0.04334961320452024,True,True,1,585.5579285714285,536.4820714285714
2025-03-19,562.83,570.95,561.63,567.13,66555985,19.9,2025-03-19,561.906,563.9691314154642,563.353,566.6527356067143,577.638,574.8004450412776,591.2062,586.1996146401708,,594.2554832964794,41.43239625167336,57.61096909133154,-10.058717147683637,-9.274770280197371,-0.7839468674862662,577.638,611.5292002862416,543.7467997137585,0.11734408153979323,0.3449745079659238,12.023250000000003,71004211.35,0.9373526405627771,0.010890877330576476,0.01477982357256602,-0.02732137344355634,-0.07472305157195758,611.684,549.68,0.07856047114418206,0.03076895949782245,566.57,571.5100000000001,562.19,575.8900000000001,557.25,667.632,0.033712219333083056,662.632,0.033193244946861114,657.632,0.03266637899839429,672.632,0.03410320614503162,677.632,0.03359949212113079,682.632,0.03310315709534169,-17.72115740659107,18.602789483892572,0,0,0.9856450062059492,64.50974263391926,44.9913748929648,0.9578258035923773,0.01643362192090006,0.018020771600907655,0.9119266524676638,1,0,1,0,0,2,0,0,0,0,0,0,576.41,505.06,-0.10905788796219562,True,True,1,591.1765,543.0835
